,From,To,Weight
199827,7699,9353,0
199828,7699,4789,1
199829,7699,8443,1
199830,7699,1928,1
199831,7699,8800,1
199832,7699,10150,0
199833,7699,10619,0
199834,7699,8362,0
199835,7699,4637,0
199836,7699,9972,1
199837,7699,8931,0
199838,7699,2008,0
199839,7699,3139,0
199840,7699,7922,0
199841,7699,1204,0
199842,7699,6810,0
199843,7699,5386,0
199844,7699,3202,0
199845,7699,6387,1
199846,7699,10489,0
199847,7699,2611,0
199848,7699,5407,1
199849,7699,5718,0
199850,7699,4580,1
199851,7699,8545,0
199852,7699,7378,1
199853,7699,8492,0
199854,7699,1212,1
199855,7699,10473,0
199856,7699,7962,0
199857,7699,9984,1
199858,7699,7453,1
199859,7699,241,0
199860,7699,8975,1
199861,7699,5236,0
199862,7699,7010,0
199863,7699,3706,1
199864,7699,5204,0
199865,7699,1020,0
199866,7699,6019,1
199867,7699,3717,1
199868,7699,4998,0
199869,7699,966,0
199870,7699,4767,0
199871,7699,9725,1
199872,7699,4491,0
199873,7699,3759,1
199874,7699,2055,1
199875,7699,3005,1
199876,7699,6421,0
199877,7699,4207,1
199878,7699,6072,0
199879,7699,1509,0
199880,7699,1127,0
199881,7699,5538,1
199882,7699,146,0
199883,7699,4741,0
199884,7699,1524,0
199885,7699,7451,0
199886,7699,4356,0
199887,7699,3885,1
199888,7699,1175,1
199889,7699,3412,0
199890,7699,2975,0
199891,7699,2894,0
199892,7699,749,1
199893,7699,10525,1
199894,7699,5031,0
199895,7699,6218,0
199896,7699,193,1
199897,7699,10660,0
199898,7699,5735,0
199899,7699,1829,0
199900,7699,9855,0
199901,7699,8732,0
199902,7699,6606,0
199903,7699,234,1
199904,7699,1118,1
199905,7699,7789,0
199906,7699,8955,1
199907,7699,5644,0
199908,7699,2324,1
199909,7699,697,0
199910,7699,1627,0
199911,7699,938,1
199912,7699,4058,0
199913,7699,7736,1
199914,7699,9757,0
199915,7699,4138,1
199916,7699,10833,0
199917,7699,9606,0
199918,7699,8534,0
199919,7699,5153,1
199920,7699,5493,1
199921,7699,2147,0
199922,7699,5107,1
199923,7699,3979,0
199924,7699,6049,1
199925,7699,3910,1
199926,7699,1740,0
199927,7699,195,1
199928,7699,10319,0
199929,7699,2296,1
199930,7699,2931,0
199931,7699,3698,0
199932,7699,9516,0
199933,7699,339,0
199934,7699,9010,1
199935,7699,5543,0
199936,7699,1577,0
199937,7699,6024,0
199938,7699,6055,0
199939,7699,4394,0
199940,7699,5758,1
199941,7699,9206,0
199942,7699,10971,1
199943,7699,158,1
199944,7699,1945,0
199945,7699,2535,0
199946,7699,9386,0
199947,7699,873,0
199948,7699,7793,0
199949,7699,2407,0
199950,7699,7912,1
199951,7699,1384,1
199952,7699,10507,0
199953,7699,5675,0
199954,7699,6770,1
199955,7699,8773,0
199956,7699,10909,1
199957,7699,9121,0
199958,7699,4310,0
199959,7699,2561,0
199960,7699,9349,0
199961,7699,922,1
199962,7699,4530,0
199963,7699,1553,0
199964,7699,5221,1
199965,7699,10133,0
199966,7699,8233,0
199967,7699,2945,1
199968,7699,7521,0
199969,7699,4070,0
199970,7699,9559,1
199971,7699,5529,0
199972,7699,9743,0
199973,7699,1763,1
199974,7699,2072,1
199975,7699,3584,1
199976,7699,3643,0
199977,7699,7706,1
199978,7699,830,0
199979,7699,6050,1
199980,7699,125,0
199981,7699,1079,0
199982,7699,7321,0
199983,7699,955,1
199984,7699,7476,0
199985,7699,4261,0
199986,7699,5350,0
199987,7699,9298,0
199988,7699,1626,1
199989,7699,2612,0
199990,7699,10069,1
199991,7699,3409,1
199992,7699,5453,0
199993,7699,2565,0
199994,7699,4656,1
199995,7699,9242,1
199996,7699,8286,0
199997,7699,1665,1
199998,7699,7005,0
199999,7699,2781,0
200000,7699,4127,1
200001,7699,8143,0
200002,7699,3690,0
200003,7699,3433,0
200004,7699,1215,0
200005,7699,2570,0
200006,7699,10742,0
200007,7699,1351,0
200008,7699,477,1
200009,7699,7832,1
200010,7699,7396,0
200011,7699,3498,1
200012,7699,1172,0
200013,7699,569,0
200014,7699,4686,0
200015,7699,4351,1
200016,7699,10129,0
200017,7699,5796,0
200018,7699,10556,0
200019,7699,48,0
200020,7699,737,0
200021,7699,3571,0
200022,7699,5092,0
200023,7699,5534,1
200024,7699,7960,0
200025,7699,9905,1
200026,7699,8439,0
200027,7699,6977,0
200028,7699,8397,1
200029,7699,1990,1
200030,7699,8093,0
200031,7699,10513,0
200032,7699,5782,0
200033,7699,2415,0
200034,7699,332,0
200035,7699,6906,0
200036,7699,7872,1
200037,7699,4427,1
200038,7699,2886,0
200039,7699,9064,0
200040,7699,3678,0
200041,7699,2186,0
200042,7699,1399,0
200043,7699,8341,1
200044,7699,6461,0
200045,7699,5113,1
200046,7699,2961,1
200047,7699,3010,1
200048,7699,6892,0
200049,7699,8462,1
200050,7699,5558,0
200051,7699,10951,0
200052,7699,5623,1
200053,7699,5544,0
200054,7699,5831,0
200055,7699,10176,0
200056,7699,3138,0
200057,7699,4994,0
200058,7699,10872,0
200059,7699,1139,1
200060,7699,10448,1
200061,7699,2109,0
200062,7699,3009,0
200063,7699,8537,0
200064,7699,4331,0
200065,7699,6281,1
200066,7699,4338,1
200067,7699,10913,1
200068,7699,3334,0
200069,7699,10949,0
200070,7699,6248,0
200071,7699,10164,0
200072,7699,6815,1
200073,7699,4122,0
200074,7699,5370,1
200075,7699,405,1
200076,7699,500,0
200077,7699,9323,1
200078,7699,3945,1
200079,7699,983,1
200080,7699,5628,1
200081,7699,10701,0
200082,7699,4426,0
200083,7699,6343,0
200084,7699,7734,0
200085,7699,1146,1
200086,7699,1103,1
200087,7699,3422,0
200088,7699,2909,0
200089,7699,340,1
200090,7699,3104,0
200091,7699,1008,1
200092,7699,2115,0
200093,7699,2088,0
200094,7699,6292,0
200095,7699,3919,0
200096,7699,271,1
200097,7699,5136,0
200098,7699,9790,0
200099,7699,7233,0
200100,7699,7699,1
200101,7699,5186,0
200102,7699,7313,0
200103,7699,3520,1
200104,7699,10394,1
200105,7699,9362,0
200106,7699,3968,0
200107,7699,2829,0
200108,7699,1772,0
200109,7699,4377,1
200110,7699,8858,0
200111,7699,9723,0
200112,7699,2666,0
200113,7699,5721,0
200114,7699,8722,1
200115,7699,7118,1
200116,7699,10722,1
200117,7699,2632,1
200118,7699,4333,0
200119,7699,7366,0
200120,7699,4286,1
200121,7699,7004,1
200122,7699,4001,0
200123,7699,7270,0
200124,5186,5899,0
200125,5186,2114,0
200126,5186,6565,0
200127,5186,1993,1
200128,5186,1966,0
200129,5186,5710,1
200130,5186,2968,0
200131,5186,2225,0
200132,5186,6260,0
200133,5186,6853,1
200134,5186,9369,0
200135,5186,8132,1
200136,5186,7503,0
200137,5186,1618,0
200138,5186,273,1
200139,5186,4452,1
200140,5186,8504,0
200141,5186,7247,1
200142,5186,4646,0
200143,5186,7431,1
200144,5186,3267,1
200145,5186,999,1
200146,5186,1592,0
200147,5186,7215,1
200148,5186,1685,1
200149,5186,7660,0
200150,5186,7987,1
200151,5186,10240,1
200152,5186,10573,0
200153,5186,3712,1
200154,5186,641,0
200155,5186,10314,1
200156,5186,6935,0
200157,5186,9733,0
200158,5186,9938,0
200159,5186,3182,0
200160,5186,7300,1
200161,5186,2798,1
200162,5186,624,0
200163,5186,5176,0
200164,5186,380,0
200165,5186,6274,1
200166,5186,5341,0
200167,5186,313,1
200168,5186,9529,0
200169,5186,2176,1
200170,5186,10089,1
200171,5186,309,1
200172,5186,10264,0
200173,5186,1225,0
200174,5186,9703,0
200175,5186,3762,0
200176,5186,9262,0
200177,5186,4543,0
200178,5186,2926,1
200179,5186,3924,1
200180,5186,9274,0
200181,5186,6963,0
200182,5186,4440,1
200183,5186,2521,0
200184,5186,7381,1
200185,5186,9560,0
200186,5186,1150,0
200187,5186,9707,1
200188,5186,8234,0
200189,5186,11030,0
200190,5186,175,0
200191,5186,2061,1
200192,5186,7274,1
200193,5186,2557,0
200194,5186,1245,1
200195,5186,1726,0
200196,5186,6720,1
200197,5186,8318,0
200198,5186,2552,1
200199,5186,7030,0
200200,5186,6504,0
200201,5186,5067,1
200202,5186,4216,0
200203,5186,1361,1
200204,5186,6932,0
200205,5186,1340,1
200206,5186,8746,1
200207,5186,3725,1
200208,5186,1137,0
200209,5186,4947,1
200210,5186,3225,0
200211,5186,1992,0
200212,5186,7059,0
200213,5186,7999,1
200214,5186,564,1
200215,5186,8346,0
200216,5186,10965,0
200217,5186,6605,1
200218,5186,9925,0
200219,5186,5389,1
200220,5186,6036,0
200221,5186,3711,0
200222,5186,2532,0
200223,5186,4943,1
200224,5186,4769,1
200225,5186,6931,0
200226,5186,5547,1
200227,5186,9671,0
200228,5186,5371,0
200229,5186,8314,0
200230,5186,3174,1
200231,5186,2574,1
200232,5186,5966,1
200233,5186,9058,0
200234,5186,254,1
200235,5186,7627,0
200236,5186,988,0
200237,5186,10972,1
200238,5186,6583,0
200239,5186,4376,0
200240,5186,701,0
200241,5186,2942,0
200242,5186,1173,1
200243,5186,4611,0
200244,5186,4248,1
200245,5186,6940,0
200246,5186,4673,0
200247,5186,8779,0
200248,5186,10767,0
200249,5186,7230,1
200250,5186,1277,0
200251,5186,6384,0
200252,5186,8029,1
200253,5186,6988,0
200254,5186,3336,0
200255,5186,4301,0
200256,5186,3619,0
200257,5186,4692,0
200258,5186,6086,0
200259,5186,11101,0
200260,5186,10430,1
200261,5186,7875,1
200262,5186,5278,0
200263,5186,3560,0
200264,5186,2281,0
200265,5186,4073,0
200266,5186,3667,1
200267,5186,7573,0
200268,5186,6299,0
200269,5186,10846,0
200270,5186,10446,1
200271,5186,3479,0
200272,5186,199,1
200273,5186,3483,1
200274,5186,2350,1
200275,5186,9493,0
200276,5186,1,0
200277,5186,5536,1
200278,5186,9499,1
200279,5186,5121,0
200280,5186,5848,0
200281,5186,4856,0
200282,5186,7186,0
200283,5186,5794,1
200284,5186,1031,0
200285,5186,10140,1
200286,5186,9353,1
200287,5186,4789,0
200288,5186,8443,0
200289,5186,1928,0
200290,5186,8800,0
200291,5186,10150,0
200292,5186,10619,0
200293,5186,8362,1
200294,5186,4637,0
200295,5186,9972,0
200296,5186,8931,0
200297,5186,2008,0
200298,5186,3139,1
200299,5186,7922,1
200300,5186,1204,0
200301,5186,6810,0
200302,5186,5386,1
200303,5186,3202,1
200304,5186,6387,0
200305,5186,10489,0
200306,5186,2611,0
200307,5186,5407,0
200308,5186,5718,0
200309,5186,4580,0
200310,5186,8545,1
200311,5186,7378,0
200312,5186,8492,0
200313,5186,1212,0
200314,5186,10473,1
200315,5186,7962,0
200316,5186,9984,0
200317,5186,7453,0
200318,5186,241,0
200319,5186,8975,0
200320,5186,5236,1
200321,5186,7010,0
200322,5186,3706,0
200323,5186,5204,0
200324,5186,1020,0
200325,5186,6019,0
200326,5186,3717,0
200327,5186,4998,0
200328,5186,966,1
200329,5186,4767,0
200330,5186,9725,0
200331,5186,4491,1
200332,5186,3759,0
200333,5186,2055,0
200334,5186,3005,0
200335,5186,6421,0
200336,5186,4207,0
200337,5186,6072,0
200338,5186,1509,1
200339,5186,1127,0
200340,5186,5538,0
200341,5186,146,0
200342,5186,4741,1
200343,5186,1524,0
200344,5186,7451,1
200345,5186,4356,1
200346,5186,3885,0
200347,5186,1175,0
200348,5186,3412,1
200349,5186,2975,0
200350,5186,2894,1
200351,5186,749,0
200352,5186,10525,0
200353,5186,5031,0
200354,5186,6218,1
200355,5186,193,0
200356,5186,10660,1
200357,5186,5735,0
200358,5186,1829,1
200359,5186,9855,0
200360,5186,8732,1
200361,5186,6606,1
200362,5186,234,0
200363,5186,1118,0
200364,5186,7789,0
200365,5186,8955,0
200366,5186,5644,1
200367,5186,2324,0
200368,5186,697,0
200369,5186,1627,0
200370,5186,938,0
200371,5186,4058,1
200372,5186,7736,0
200373,5186,9757,1
200374,5186,4138,0
200375,5186,10833,1
200376,5186,9606,0
200377,5186,8534,1
200378,5186,5153,0
200379,5186,5493,0
200380,5186,2147,0
200381,5186,5107,0
200382,5186,3979,0
200383,5186,6049,0
200384,5186,3910,0
200385,5186,1740,1
200386,5186,195,0
200387,5186,10319,1
200388,5186,2296,0
200389,5186,2931,0
200390,5186,3698,0
200391,5186,9516,1
200392,5186,339,1
200393,5186,9010,0
200394,5186,5543,1
200395,5186,1577,0
200396,5186,6024,1
200397,5186,6055,1
200398,5186,4394,1
200399,5186,5758,0
200400,5186,9206,0
200401,5186,10971,0
200402,5186,158,0
200403,5186,1945,1
200404,5186,2535,1
200405,5186,9386,1
200406,5186,873,1
200407,5186,7793,1
200408,5186,2407,0
200409,5186,7912,0
200410,5186,1384,0
200411,5186,10507,1
200412,5186,5675,1
200413,5186,6770,0
200414,5186,8773,1
200415,5186,10909,0
200416,5186,9121,1
200417,5186,4310,0
200418,5186,2561,1
200419,5186,9349,0
200420,5186,922,0
200421,5186,4530,0
200422,5186,1553,1
200423,5186,5221,0
200424,5186,10133,1
200425,5186,8233,1
200426,5186,2945,0
200427,5186,7521,0
200428,5186,4070,1
200429,5186,9559,0
200430,5186,5529,0
200431,5186,9743,0
200432,5186,1763,0
200433,5186,2072,0
200434,5186,3584,0
200435,5186,3643,0
200436,5186,7706,0
200437,5186,830,0
200438,5186,6050,0
200439,5186,125,1
200440,5186,1079,1
200441,5186,7321,0
200442,5186,955,0
200443,5186,7476,1
200444,5186,4261,0
200445,5186,5350,0
200446,5186,9298,1
200447,5186,1626,0
200448,5186,2612,0
200449,5186,10069,0
200450,5186,3409,0
200451,5186,5453,0
200452,5186,2565,1
200453,5186,4656,0
200454,5186,9242,0
200455,5186,8286,1
200456,5186,1665,0
200457,5186,7005,1
200458,5186,2781,0
200459,5186,4127,0
200460,5186,8143,1
200461,5186,3690,0
200462,5186,3433,0
200463,5186,1215,0
200464,5186,2570,1
200465,5186,10742,0
200466,5186,1351,0
200467,5186,477,0
200468,5186,7832,0
200469,5186,7396,0
200470,5186,3498,0
200471,5186,1172,1
200472,5186,569,1
200473,5186,4686,0
200474,5186,4351,0
200475,5186,10129,0
200476,5186,5796,0
200477,5186,10556,0
200478,5186,48,1
200479,5186,737,1
200480,5186,3571,1
200481,5186,5092,1
200482,5186,5534,0
200483,5186,7960,0
200484,5186,9905,0
200485,5186,8439,0
200486,5186,6977,0
200487,5186,8397,0
200488,5186,1990,0
200489,5186,8093,0
200490,5186,10513,0
200491,5186,5782,1
200492,5186,2415,0
200493,5186,332,1
200494,5186,6906,1
200495,5186,7872,0
200496,5186,4427,0
200497,5186,2886,1
200498,5186,9064,0
200499,5186,3678,1
200500,5186,2186,1
200501,5186,1399,0
200502,5186,8341,0
200503,5186,6461,1
200504,5186,5113,0
200505,5186,2961,0
200506,5186,3010,0
200507,5186,6892,1
200508,5186,8462,0
200509,5186,5558,0
200510,5186,10951,1
200511,5186,5623,0
200512,5186,5544,1
200513,5186,5831,1
200514,5186,10176,1
200515,5186,3138,1
200516,5186,4994,0
200517,5186,10872,1
200518,5186,1139,0
200519,5186,10448,0
200520,5186,2109,0
200521,5186,3009,1
200522,5186,8537,0
200523,5186,4331,1
200524,5186,6281,0
200525,5186,4338,0
200526,5186,10913,0
200527,5186,3334,0
200528,5186,10949,0
200529,5186,6248,0
200530,5186,10164,1
200531,5186,6815,0
200532,5186,4122,0
200533,5186,5370,0
200534,5186,405,0
200535,5186,500,1
200536,5186,9323,0
200537,5186,3945,0
200538,5186,983,0
200539,5186,5628,0
200540,5186,10701,0
200541,5186,4426,0
200542,5186,6343,1
200543,5186,7734,0
200544,5186,1146,0
200545,5186,1103,0
200546,5186,3422,1
200547,5186,2909,1
200548,5186,340,0
200549,5186,3104,0
200550,5186,1008,0
200551,5186,2115,1
200552,5186,2088,1
200553,5186,6292,0
200554,5186,3919,0
200555,5186,271,0
200556,5186,5136,1
200557,5186,9790,0
200558,5186,7233,0
200559,5186,7699,0
200560,5186,5186,1
200561,5186,7313,0
200562,5186,3520,0
200563,5186,10394,0
200564,5186,9362,1
200565,5186,3968,1
200566,5186,2829,1
200567,5186,1772,0
200568,5186,4377,0
200569,5186,8858,1
200570,5186,9723,1
200571,5186,2666,1
200572,5186,5721,0
200573,5186,8722,0
200574,5186,7118,0
200575,5186,10722,0
200576,5186,2632,0
200577,5186,4333,1
200578,5186,7366,1
200579,5186,4286,0
200580,5186,7004,0
200581,5186,4001,0
200582,5186,7270,1
200583,7313,5899,0
200584,7313,2114,1
200585,7313,6565,1
200586,7313,1993,0
200587,7313,1966,0
200588,7313,5710,0
200589,7313,2968,0
200590,7313,2225,1
200591,7313,6260,0
200592,7313,6853,0
200593,7313,9369,1
200594,7313,8132,0
200595,7313,7503,0
200596,7313,1618,0
200597,7313,273,0
200598,7313,4452,1
200599,7313,8504,0
200600,7313,7247,0
200601,7313,4646,1
200602,7313,7431,0
200603,7313,3267,0
200604,7313,999,0
200605,7313,1592,1
200606,7313,7215,1
200607,7313,1685,0
200608,7313,7660,0
200609,7313,7987,0
200610,7313,10240,0
200611,7313,10573,0
200612,7313,3712,0
200613,7313,641,0
200614,7313,10314,1
200615,7313,6935,1
200616,7313,9733,0
200617,7313,9938,0
200618,7313,3182,0
200619,7313,7300,0
200620,7313,2798,1
200621,7313,624,0
200622,7313,5176,0
200623,7313,380,0
200624,7313,6274,0
200625,7313,5341,0
200626,7313,313,0
200627,7313,9529,1
200628,7313,2176,1
200629,7313,10089,1
200630,7313,309,0
200631,7313,10264,0
200632,7313,1225,0
200633,7313,9703,0
200634,7313,3762,1
200635,7313,9262,0
200636,7313,4543,0
200637,7313,2926,0
200638,7313,3924,0
200639,7313,9274,1
200640,7313,6963,0
200641,7313,4440,0
200642,7313,2521,0
200643,7313,7381,1
200644,7313,9560,0
200645,7313,1150,0
200646,7313,9707,0
200647,7313,8234,0
200648,7313,11030,0
200649,7313,175,0
200650,7313,2061,0
200651,7313,7274,0
200652,7313,2557,0
200653,7313,1245,0
200654,7313,1726,0
200655,7313,6720,0
200656,7313,8318,0
200657,7313,2552,0
200658,7313,7030,1
200659,7313,6504,0
200660,7313,5067,1
200661,7313,4216,1
200662,7313,1361,0
200663,7313,6932,0
200664,7313,1340,1
200665,7313,8746,1
200666,7313,3725,1
200667,7313,1137,1
200668,7313,4947,1
200669,7313,3225,0
200670,7313,1992,1
200671,7313,7059,0
200672,7313,7999,0
200673,7313,564,0
200674,7313,8346,0
200675,7313,10965,1
200676,7313,6605,0
200677,7313,9925,0
200678,7313,5389,0
200679,7313,6036,0
200680,7313,3711,1
200681,7313,2532,0
200682,7313,4943,0
200683,7313,4769,0
200684,7313,6931,0
200685,7313,5547,0
200686,7313,9671,0
200687,7313,5371,0
200688,7313,8314,0
200689,7313,3174,1
200690,7313,2574,1
200691,7313,5966,0
200692,7313,9058,1
200693,7313,254,0
200694,7313,7627,1
200695,7313,988,1
200696,7313,10972,0
200697,7313,6583,1
200698,7313,4376,0
200699,7313,701,0
200700,7313,2942,0
200701,7313,1173,0
200702,7313,4611,1
200703,7313,4248,0
200704,7313,6940,0
200705,7313,4673,1
200706,7313,8779,0
200707,7313,10767,1
200708,7313,7230,0
200709,7313,1277,1
200710,7313,6384,0
200711,7313,8029,1
200712,7313,6988,0
200713,7313,3336,0
200714,7313,4301,0
200715,7313,3619,0
200716,7313,4692,0
200717,7313,6086,1
200718,7313,11101,0
200719,7313,10430,1
200720,7313,7875,1
200721,7313,5278,1
200722,7313,3560,0
200723,7313,2281,0
200724,7313,4073,0
200725,7313,3667,1
200726,7313,7573,0
200727,7313,6299,0
200728,7313,10846,0
200729,7313,10446,1
200730,7313,3479,0
200731,7313,199,0
200732,7313,3483,1
200733,7313,2350,0
200734,7313,9493,1
200735,7313,1,0
200736,7313,5536,1
200737,7313,9499,0
200738,7313,5121,0
200739,7313,5848,0
200740,7313,4856,1
200741,7313,7186,0
200742,7313,5794,1
200743,7313,1031,0
200744,7313,10140,0
200745,7313,9353,0
200746,7313,4789,1
200747,7313,8443,0
200748,7313,1928,0
200749,7313,8800,0
200750,7313,10150,1
200751,7313,10619,0
200752,7313,8362,0
200753,7313,4637,1
200754,7313,9972,0
200755,7313,8931,1
200756,7313,2008,1
200757,7313,3139,0
200758,7313,7922,0
200759,7313,1204,1
200760,7313,6810,0
200761,7313,5386,1
200762,7313,3202,0
200763,7313,6387,0
200764,7313,10489,1
200765,7313,2611,0
200766,7313,5407,0
200767,7313,5718,1
200768,7313,4580,1
200769,7313,8545,1
200770,7313,7378,0
200771,7313,8492,1
200772,7313,1212,0
200773,7313,10473,0
200774,7313,7962,1
200775,7313,9984,1
200776,7313,7453,0
200777,7313,241,0
200778,7313,8975,0
200779,7313,5236,1
200780,7313,7010,0
200781,7313,3706,0
200782,7313,5204,0
200783,7313,1020,0
200784,7313,6019,0
200785,7313,3717,0
200786,7313,4998,1
200787,7313,966,0
200788,7313,4767,0
200789,7313,9725,0
200790,7313,4491,0
200791,7313,3759,0
200792,7313,2055,0
200793,7313,3005,1
200794,7313,6421,1
200795,7313,4207,0
200796,7313,6072,1
200797,7313,1509,1
200798,7313,1127,0
200799,7313,5538,1
200800,7313,146,1
200801,7313,4741,0
200802,7313,1524,1
200803,7313,7451,0
200804,7313,4356,0
200805,7313,3885,0
200806,7313,1175,0
200807,7313,3412,0
200808,7313,2975,1
200809,7313,2894,1
200810,7313,749,0
200811,7313,10525,0
200812,7313,5031,0
200813,7313,6218,0
200814,7313,193,0
200815,7313,10660,0
200816,7313,5735,0
200817,7313,1829,0
200818,7313,9855,1
200819,7313,8732,0
200820,7313,6606,0
200821,7313,234,0
200822,7313,1118,0
200823,7313,7789,0
200824,7313,8955,0
200825,7313,5644,0
200826,7313,2324,0
200827,7313,697,0
200828,7313,1627,1
200829,7313,938,0
200830,7313,4058,0
200831,7313,7736,0
200832,7313,9757,0
200833,7313,4138,0
200834,7313,10833,0
200835,7313,9606,1
200836,7313,8534,0
200837,7313,5153,0
200838,7313,5493,0
200839,7313,2147,1
200840,7313,5107,0
200841,7313,3979,0
200842,7313,6049,1
200843,7313,3910,1
200844,7313,1740,0
200845,7313,195,0
200846,7313,10319,0
200847,7313,2296,0
200848,7313,2931,1
200849,7313,3698,0
200850,7313,9516,0
200851,7313,339,0
200852,7313,9010,1
200853,7313,5543,0
200854,7313,1577,0
200855,7313,6024,1
200856,7313,6055,0
200857,7313,4394,0
200858,7313,5758,1
200859,7313,9206,0
200860,7313,10971,0
200861,7313,158,0
200862,7313,1945,1
200863,7313,2535,1
200864,7313,9386,0
200865,7313,873,0
200866,7313,7793,0
200867,7313,2407,0
200868,7313,7912,0
200869,7313,1384,0
200870,7313,10507,0
200871,7313,5675,0
200872,7313,6770,0
200873,7313,8773,0
200874,7313,10909,0
200875,7313,9121,1
200876,7313,4310,1
200877,7313,2561,0
200878,7313,9349,1
200879,7313,922,0
200880,7313,4530,1
200881,7313,1553,1
200882,7313,5221,0
200883,7313,10133,1
200884,7313,8233,0
200885,7313,2945,0
200886,7313,7521,0
200887,7313,4070,0
200888,7313,9559,0
200889,7313,5529,1
200890,7313,9743,0
200891,7313,1763,1
200892,7313,2072,0
200893,7313,3584,0
200894,7313,3643,0
200895,7313,7706,0
200896,7313,830,1
200897,7313,6050,0
200898,7313,125,0
200899,7313,1079,0
200900,7313,7321,1
200901,7313,955,0
200902,7313,7476,0
200903,7313,4261,1
200904,7313,5350,0
200905,7313,9298,0
200906,7313,1626,0
200907,7313,2612,1
200908,7313,10069,0
200909,7313,3409,0
200910,7313,5453,1
200911,7313,2565,0
200912,7313,4656,0
200913,7313,9242,0
200914,7313,8286,0
200915,7313,1665,0
200916,7313,7005,0
200917,7313,2781,1
200918,7313,4127,0
200919,7313,8143,1
200920,7313,3690,0
200921,7313,3433,1
200922,7313,1215,1
200923,7313,2570,0
200924,7313,10742,0
200925,7313,1351,0
200926,7313,477,1
200927,7313,7832,1
200928,7313,7396,0
200929,7313,3498,0
200930,7313,1172,1
200931,7313,569,1
200932,7313,4686,0
200933,7313,4351,0
200934,7313,10129,0
200935,7313,5796,0
200936,7313,10556,1
200937,7313,48,0
200938,7313,737,1
200939,7313,3571,0
200940,7313,5092,0
200941,7313,5534,0
200942,7313,7960,0
200943,7313,9905,0
200944,7313,8439,1
200945,7313,6977,0
200946,7313,8397,0
200947,7313,1990,0
200948,7313,8093,1
200949,7313,10513,1
200950,7313,5782,0
200951,7313,2415,1
200952,7313,332,0
200953,7313,6906,1
200954,7313,7872,1
200955,7313,4427,0
200956,7313,2886,1
200957,7313,9064,0
200958,7313,3678,0
200959,7313,2186,1
200960,7313,1399,1
200961,7313,8341,0
200962,7313,6461,0
200963,7313,5113,0
200964,7313,2961,0
200965,7313,3010,1
200966,7313,6892,1
200967,7313,8462,0
200968,7313,5558,0
200969,7313,10951,0
200970,7313,5623,0
200971,7313,5544,0
200972,7313,5831,1
200973,7313,10176,0
200974,7313,3138,1
200975,7313,4994,0
200976,7313,10872,0
200977,7313,1139,1
200978,7313,10448,0
200979,7313,2109,0
200980,7313,3009,0
200981,7313,8537,1
200982,7313,4331,0
200983,7313,6281,0
200984,7313,4338,0
200985,7313,10913,0
200986,7313,3334,1
200987,7313,10949,1
200988,7313,6248,0
200989,7313,10164,0
200990,7313,6815,1
200991,7313,4122,1
200992,7313,5370,0
200993,7313,405,0
200994,7313,500,1
200995,7313,9323,0
200996,7313,3945,0
200997,7313,983,0
200998,7313,5628,0
200999,7313,10701,1
201000,7313,4426,1
201001,7313,6343,0
201002,7313,7734,1
201003,7313,1146,0
201004,7313,1103,0
201005,7313,3422,0
201006,7313,2909,0
201007,7313,340,0
201008,7313,3104,0
201009,7313,1008,0
201010,7313,2115,0
201011,7313,2088,0
201012,7313,6292,0
201013,7313,3919,1
201014,7313,271,0
201015,7313,5136,0
201016,7313,9790,0
201017,7313,7233,1
201018,7313,7699,0
201019,7313,5186,0
201020,7313,7313,1
201021,7313,3520,1
201022,7313,10394,1
201023,7313,9362,0
201024,7313,3968,0
201025,7313,2829,1
201026,7313,1772,1
201027,7313,4377,0
201028,7313,8858,0
201029,7313,9723,0
201030,7313,2666,0
201031,7313,5721,0
201032,7313,8722,1
201033,7313,7118,0
201034,7313,10722,0
201035,7313,2632,0
201036,7313,4333,0
201037,7313,7366,0
201038,7313,4286,0
201039,7313,7004,0
201040,7313,4001,1
201041,7313,7270,0
201042,3520,5899,1
201043,3520,2114,2
201044,3520,6565,1
201045,3520,1993,0
201046,3520,1966,1
201047,3520,5710,0
201048,3520,2968,1
201049,3520,2225,2
201050,3520,6260,1
201051,3520,6853,1
201052,3520,9369,2
201053,3520,8132,0
201054,3520,7503,1
201055,3520,1618,1
201056,3520,273,0
201057,3520,4452,1
201058,3520,8504,1
201059,3520,7247,0
201060,3520,4646,1
201061,3520,7431,0
201062,3520,3267,0
201063,3520,999,1
201064,3520,1592,2
201065,3520,7215,2
201066,3520,1685,0
201067,3520,7660,1
201068,3520,7987,0
201069,3520,10240,1
201070,3520,10573,1
201071,3520,3712,0
201072,3520,641,1
201073,3520,10314,1
201074,3520,6935,1
201075,3520,9733,1
201076,3520,9938,1
201077,3520,3182,1
201078,3520,7300,0
201079,3520,2798,2
201080,3520,624,1
201081,3520,5176,1
201082,3520,380,1
201083,3520,6274,1
201084,3520,5341,1
201085,3520,313,0
201086,3520,9529,1
201087,3520,2176,2
201088,3520,10089,3
201089,3520,309,0
201090,3520,10264,1
201091,3520,1225,1
201092,3520,9703,1
201093,3520,3762,1
201094,3520,9262,1
201095,3520,4543,1
201096,3520,2926,1
201097,3520,3924,0
201098,3520,9274,1
201099,3520,6963,1
201100,3520,4440,0
201101,3520,2521,1
201102,3520,7381,2
201103,3520,9560,1
201104,3520,1150,1
201105,3520,9707,1
201106,3520,8234,1
201107,3520,11030,1
201108,3520,175,2
